29696,0
29697,1
29698,2
29699,3
29700,4
29701,5
29702,6
29703,8
29704,9
29705,10
29706,11
29707,12
29708,13
29709,14
29710,15
29711,16
29712,17
29713,18
29714,19
29715,20
29716,68
29717,69
29718,70
29719,71
29720,72
29721,73
29722,74
29723,75
29724,76
29725,77
29726,78
29727,79
29728,80
29729,81
29730,82
29731,83
29732,84
29733,85
29734,86
29735,87
29736,88
29737,89
29738,90
29739,91
29740,92
29741,93
29742,94
29743,95
29744,96
29745,97
29746,98
29747,99
29748,100
29749,101
29750,102
29751,103
29752,104
29753,105
29754,106
29755,107
29756,108
29757,109
29758,110
29759,111
29760,112
29761,113
29762,114
29763,115
29764,116
29765,117
29766,118
29767,119
29768,120
29769,121
29770,122
29771,123
29772,161
29773,162
29774,163
29775,164
29776,165
29777,166
29778,167
29779,168
29780,169
29781,170
29782,171
29783,172
29784,173
29785,174
29786,175
29787,176
29788,177
29789,178
29790,179
29791,180
29792,181
29793,182
29794,183
29795,184
29796,185
29797,186
29798,187
29799,188
29800,235
29801,236
29802,237
29803,238
29804,239
29805,240
29806,241
29807,242
29808,289
29809,290
29810,291
29811,292
29812,293
29813,294
29814,295
29815,296
29816,342
29817,343
29818,344
29819,345
29820,346
29821,347
29822,348
29823,394
29824,395
29825,396
29826,397
29827,398
29828,399
29829,445
29830,446
29831,447
29832,448
29833,449
29834,450
29835,495
29836,496
29837,497
29838,498
29839,499
29840,544
29841,545
29842,546
29843,547
29844,548
29845,592
29846,593
29847,594
29848,595
29849,596
29850,639
29851,640
29852,641
29853,642
29854,685
29855,686
29856,687
29857,688
29858,730
29859,731
29860,732
29861,733
29862,774
29863,775
29864,776
29865,777
29866,778
29867,817
29868,818
29869,819
29870,820
29871,859
29872,860
29873,861
29874,862
29875,863
29876,900
29877,901
29878,902
29879,903
29880,904
29881,940
29882,941
29883,942
29884,943
29885,944
29886,979
29887,980
29888,981
29889,982
29890,983
29891,984
29892,1017
29893,1018
29894,1019
29895,1020
29896,1021
29897,1022
29898,1023
29899,1054
29900,1055
29901,1056
29902,1057
29903,1058
29904,1059
29905,1060
29906,1061
29907,1090
29908,1091
29909,1092
29910,1093
29911,1094
29912,1095
